pwsid,name,type,population,owner_type,primary_source,address,lat,lng,total_violations,health_violations,unaddressed_violations,risk_level,marker_color
GA1830053,CYPRESS CREEK,CWS,86,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,5,0,0,Low,yellow
GA1830054,GARRISON PLACE-SUMMER HILL,CWS,513,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,5,0,0,Low,yellow
GA1830055,MILL POND SUBDIVISION,CWS,22,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,7,0,0,Low,yellow
GA1830056,BURNT PINES,CWS,198,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,9,0,0,Low,yellow
GA1830057,PINE VILLAGE / IRISH ACRES ESTATES,CWS,76,P,GW,"TOWNSEND, Long County, GA",32.09500740651268,-83.15699116806418,13,0,3,Medium,orange
GA1830058,CREEKSIDE SUBDIVISION,CWS,68,P,GW,"MIDWAY, Long County, GA",31.999453416548334,-83.16953899471025,4,0,1,Medium,orange
GA1830059,WIREGRASS ESTATES SUBDIVISION,CWS,52,P,GW,"MIDWAY, Long County, GA",31.828486491989914,-82.12819711220052,59,0,0,Low,yellow
GA1830060,BRIARCREST-PALMER PLACE,CWS,234,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,98,0,0,Low,yellow
GA1830061,TIMBERLAND-HUNTINGTON SUBDIVISION,CWS,621,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,48,2,1,High,red
GA1830062,HORSE CREEK FARMS,CWS,400,P,GW,"LUDOWICI, Long County, GA",32.0835,-81.0998,4,0,0,Low,yellow
GA1830063,MURRAY CROSSING SUBDIVISION,CWS,25,P,GW,"SAVANNAH, Long County, GA",32.0835,-81.0998,7,0,0,Low,yellow
GA1830064,WAY STATION WATER SYSTEM,CWS,114,P,GW,"LUDOWICI, Long County, GA",32.0835,-81.0998,0,0,0,Good,green
GA1830067,BROOKHAVEN SUBDIVISION,CWS,156,P,GW,"LUDOWICI, Long County, GA",31.984906906300058,-82.15493241614618,2,0,0,Low,yellow
GA1830068,MORGAN TRACT SUBDIVISION,CWS,222,P,GW,"LUDOWICI, Long County, GA",33.6164200977579,-83.30826935324427,1,0,1,Medium,orange
GA1830069,BAKERFIELD SUBDIVISION,CWS,25,P,GW,"LUDOWICI, Long County, GA",32.20753038460459,-83.97642927588717,4,0,0,Low,yellow
GA1830070,DOLLAR GENERAL #23660 - LUDOWICI,TNCWS,30,P,GW,"LUDOWICI, Long County, GA",32.151270134747655,-83.41790681467987,0,0,0,Good,green
GA1830071,SASSAFRAS VILLAGES,CWS,120,P,GW,"LUDOWICI, Long County, GA",32.18305828753363,-84.16899049652221,1,0,1,Medium,orange
GA1830072,FOUR AND A HALF SUBDIVISION,CWS,25,P,GW,"LUDOWICI, Long County, GA",32.327728559604104,-83.89923285950027,0,0,0,Good,green
GA1830076,LANIER ROAD WATER SYSTEM,CWS,262,P,GW,"LUDOWICI, Long County, GA",32.0835,-81.0998,0,0,0,Good,green
GA1850000,HAHIRA,CWS,3572,L,GW,"HAHIRA, Lowndes County, GA",31.665675966204475,-82.36785861264079,171,144,0,High,red
GA1850001,LAKE PARK,CWS,729,L,GW,"LAKE PARK, Lowndes County, GA",32.022076586469524,-83.85308808427385,76,0,2,Medium,orange
GA1850002,VALDOSTA,CWS,48959,L,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,112,90,0,High,red
GA1850004,GEORGIA CHRISTIAN SCHOOL,NTNCWS,345,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,28,1,1,High,red
GA1850009,ACADEMY ACRES SUBDIVISION,CWS,338,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,10,0,0,Low,yellow
GA1850012,COFFMAN,CWS,95,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,17,4,1,High,red
GA1850015,COUNTRYVIEW MOBILE HOME PARK,CWS,169,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,847,9,2,High,red
GA1850016,LOWNDES CO.-NORTH LOWNDES CO. WS,CWS,13190,L,GW,"LAKE PARK, Lowndes County, GA",30.8327,-83.2785,209,174,0,High,red
GA1850018,VAL-DEL MOBILE HOME PARK,CWS,135,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,22,4,1,High,red
GA1850019,LOWNDES CO-SOUTH LOWNDES,CWS,8303,L,GW,"LAKE PARK, Lowndes County, GA",30.8327,-83.2785,19,4,0,High,red
GA1850022,OAK STREET SUBDIVISION,CWS,829,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,42,0,3,Medium,orange
GA1850024,PINE BREEZE TRAILER PARK,CWS,41,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,61,9,0,High,red
GA1850032,TELFAIR ACRES SUBDIVISION,CWS,410,P,GW,"LAKE PARK, Lowndes County, GA",32.33291905891031,-82.86167306063628,26,0,0,Low,yellow
GA1850043,GEORGIA SHERIFFS` BOYS RANCH,NTNCWS,36,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,28,0,0,Low,yellow
GA1850049,DEERWOOD TRAILER ESTATES HOA,CWS,84,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,23,1,0,High,red
GA1850050,GSP SCHROER ESTATES,CWS,281,P,GW,"LAKE PARK, Lowndes County, GA",32.24888481155663,-83.52666026880101,64,49,0,High,red
GA1850051,WEST WINDS SUBDIVISION,CWS,111,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,30,0,0,Low,yellow
GA1850053,RAINTREE VILLAGE,CWS,41,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,119,0,1,Medium,orange
GA1850054,LOCH-WINN SUBDIVISION,CWS,325,P,GW,"LAKE PARK, Lowndes County, GA",32.8815947020825,-84.74855307801803,20,0,0,Low,yellow
GA1850055,GREENBRIAR ESTATES,CWS,92,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,39,8,0,High,red
GA1850057,BARRETTS MOBILE HOME COURT,CWS,65,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,75,3,1,High,red
GA1850059,LOCH LAUREL MOBILE HOME PARK,CWS,68,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,51,15,0,High,red
GA1850060,COUNTRY ESTATES EAST & WEST,CWS,359,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,37,0,0,Low,yellow
GA1850061,HIDDEN HILLS SUBDIVISION,CWS,373,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,48,0,0,Low,yellow
GA1850064,REMERTON,CWS,1604,L,GWP,"REMERTON, Lowndes County, GA",33.2474055312888,-83.55130084238881,117,88,0,High,red
GA1850065,HIDDEN VILLAGE SUBDIVISION,CWS,146,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,28,0,0,Low,yellow
GA1850066,PEBBLE CREEK ESTATES,CWS,432,P,GW,"LAKE PARK, Lowndes County, GA",32.181576003652445,-83.30707305670204,16,0,0,Low,yellow
GA1850067,PECAN GROVE MOBILE HOME PARK,CWS,30,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,87,0,2,Medium,orange
GA1850068,INDIAN LAKE HEIGHTS S/D,CWS,194,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,26,0,0,Low,yellow
GA1850069,ASHURST SUBDIVISION,CWS,359,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,50,0,0,Low,yellow
GA1850070,NORTH RIDGE WATER & LIGHT CO.,CWS,354,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,68,50,1,High,red
GA1850076,HILLSIDE SUBDIVISION,CWS,229,P,GW,"LAKE PARK, Lowndes County, GA",32.04336467351063,-84.8245518366778,15,0,0,Low,yellow
GA1850077,PINEY WOOD SUBDIVISION,CWS,41,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,67,9,0,High,red
GA1850078,BEVEL CREEK SUBDIVISION,CWS,140,P,GW,"LAKE PARK, Lowndes County, GA",32.10931848173245,-82.17644983819933,16,0,0,Low,yellow
GA1850081,COPELAND HEIGHTS SUBDIVISION,CWS,284,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,37,0,0,Low,yellow
GA1850098,BARKCO VILLAGE SUBDIVISION,CWS,103,P,GW,"LAKE PARK, Lowndes County, GA",32.38952214430473,-82.56254676736562,14,0,0,Low,yellow
GA1850100,DOGWOOD VILLAS,CWS,54,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,189,3,2,High,red
GA1850120,ROGERS SUBDIVISION,CWS,46,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,55,9,0,High,red
GA1850122,SHERWOOD MOBILE HAMLET,CWS,25,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,396,1,0,High,red
GA1850125,USAF-MOODY AIR FORCE BASE-MAIN,CWS,5325,F,GW,"MOODY AFB, Lowndes County, GA",31.64967058702755,-82.25708061229135,42,3,0,High,red
GA1850127,UNION CREEK HEIGHTS S/D,CWS,119,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,36,0,0,Low,yellow
GA1850152,BRIARWOOD MOTEL,TNCWS,55,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,31,0,0,Low,yellow
GA1850169,PARK MARK PROPERTIES RV PARK,TNCWS,49,P,GW,"LAKE PARK, Lowndes County, GA",33.311860554273586,-82.83844798494464,18,0,0,Low,yellow
GA1850216,SPORTSMANS COVE SUBDIVISION,CWS,86,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,32,0,0,Low,yellow
GA1850242,JACK'S CHOPHOUSE,TNCWS,100,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,45,5,0,High,red
GA1850268,POINT NORTH SUBDIVISION,CWS,113,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,44,0,0,Low,yellow
GA1850273,BEAR BRANCH MOBILE HOME PARK,CWS,39,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,11,0,2,Medium,orange
GA1850274,LOWNDES CO.-ALAPAHA PLANTATION S/D,CWS,362,L,GW,"LAKE PARK, Lowndes County, GA",30.8327,-83.2785,339,316,0,High,red
GA1850278,SUMMERFIELD SUBDIVISION,CWS,556,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,31,0,0,Low,yellow
GA1850283,LIGHTHOUSE BAPTIST SCHOOL,NTNCWS,54,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,22,0,0,Low,yellow
GA1850284,MULLIGAN ROAD WATER SUPPLY,CWS,905,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,31,4,0,High,red
GA1850285,SPRING HILL SUBDIVISION,CWS,535,P,GW,"LAKE PARK, Lowndes County, GA",30.8327,-83.2785,23,0,0,Low,yellow
GA1850288,BETHANY HILLS WATER SYSTEM,CWS,130,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,24,0,0,Low,yellow
GA1850293,HAMPTON MEADOWS,CWS,219,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,42,0,0,Low,yellow
GA1850295,TROTTER`S RIDGE SUBDIVISION,CWS,491,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,20,0,0,Low,yellow
GA1850296,WHIPPOORWILL SUBDIVISION,CWS,127,P,GW,"SAVANNAH, Lowndes County, GA",32.0835,-81.0998,28,6,0,High,red
GA1850298,CROSS CREEK SUBDIVISION,CWS,219,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,18,0,0,Low,yellow
GA1850299,SUMMIT CHASE SUBDIVISION,CWS,167,P,GW,"SAVANNAH, Lowndes County, GA",32.0835,-81.0998,23,0,0,Low,yellow
GA1850301,FARMBROOK SUBDIVISION,CWS,216,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,14,4,0,High,red
GA1850303,TIGER CREEK MHP,CWS,73,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,25,6,0,High,red
GA1850310,CAINS RV AND MHP,CWS,221,P,GW,"HAHIRA, Lowndes County, GA",32.51975096543459,-82.97500747404878,27,0,5,Medium,orange
GA1850313,WIREGRASS MOBILE HOME PARK,CWS,97,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,44,0,1,Medium,orange
GA1850314,STEEDLEY MOBILE HOME PARK,CWS,105,P,GW,"LAKE PARK, Lowndes County, GA",33.1920469621871,-82.90899813104846,27,0,0,Low,yellow
GA1850317,KINGSGATE SUBDIVISION,CWS,140,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,4,0,0,Low,yellow
GA1850320,QUARTERMAN CROSSING SUBDIVISION,CWS,230,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,4,0,0,Low,yellow
GA1850322,LOWNDES CO.-CREEKSIDE WEST S/D,CWS,667,L,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,7,0,0,Low,yellow
GA1850323,LAUREN ESTATES SUBDIVISION,CWS,184,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,15,4,0,High,red
GA1850324,COTTONWOOD SUBDIVISION,CWS,311,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,7,0,0,Low,yellow
GA1850328,COASTAL PLAIN HEAD START,NTNCWS,68,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,6,0,0,Low,yellow
GA1850329,SETTER POINTE SUBDIVISION,CWS,108,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,24,0,0,Low,yellow
GA1850330,RAISIN CANE,TNCWS,100,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,3,0,0,Low,yellow
GA1850331,NOTTINGHILL SUBDIVISION,CWS,62,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,0,0,0,Good,green
GA1850333,KELSEE CROSSING,CWS,95,P,GW,"VALDOSTA, Lowndes County, GA",30.8327,-83.2785,29,0,0,Low,yellow
GA1870000,DAHLONEGA,CWS,7500,L,SW,"DAHLONEGA, Lumpkin County, GA",31.668716994937768,-84.05127447499424,30,3,0,High,red
GA1870003,PINE VALLEY RECREATION AREA,TNCWS,75,P,GW,"DAHLONEGA, Lumpkin County, GA",31.77130968793974,-84.15435883103974,4,0,0,Low,yellow
GA1870005,USA-CAMP FRANK D. MERRILL,NTNCWS,420,F,SW,"DAHLONEGA, Lumpkin County, GA",33.20060755580149,-84.32417651661761,0,0,0,Good,green
GA1870011,WAHSEGA 4-H CENTER,TNCWS,200,P,GW,"DAHLONEGA, Lumpkin County, GA",31.99360943768441,-82.67312328018699,21,2,0,High,red
GA1870012,CANE CREEK TRAILER PARK,CWS,65,P,GW,"DAHLONEGA, Lumpkin County, GA",32.41348341033269,-82.46431365213186,8,0,0,Low,yellow
GA1870019,MT. VIEW CAMPGROUND & REST.,TNCWS,195,P,GW,"CLEVELAND, Lumpkin County, GA",33.045235450449724,-83.20159873086457,57,4,0,High,red
GA1870023,USFS-DESOTO FALLS,TNCWS,75,F,GW,"BLAIRSVILLE, Lumpkin County, GA",31.802165047199697,-84.24701101148148,6,1,0,High,red
GA1870024,USFS-DOCKERY LAKE NO.1,TNCWS,100,F,GW,"BLAIRSVILLE, Lumpkin County, GA",31.657386052876525,-83.80757034131778,7,2,0,High,red
GA1870040,R RANCH ONE LTD.,TNCWS,255,P,GW,"DAHLONEGA, Lumpkin County, GA",31.735588148602723,-82.35373739322219,52,3,0,High,red
GA1870042,TURNER CAMPSITES,TNCWS,343,P,GW,"CLEVELAND, Lumpkin County, GA",31.99031826065781,-84.06715690460248,7,0,0,Low,yellow
GA1870043,LUMPKIN CO.- 400 WATER SYSTEM,CWS,2379,L,SWP,"DAHLONEGA, Lumpkin County, GA",33.2375738790999,-81.97386844946313,14,0,0,Low,yellow
GA1870047,TRAHLYTA TRACE SUBDIVISION,CWS,54,P,GW,"DAHLONEGA, Lumpkin County, GA",32.2388316140671,-82.75204787427325,18,0,1,Medium,orange
GA1870050,LONG BRANCH DAY CARE,NTNCWS,47,P,GW,"DAHLONEGA, Lumpkin County, GA",33.63155945837693,-82.53289026214149,69,10,0,High,red
GA1870051,ETOWAH RIVER CAMPGROUND,TNCWS,158,P,GW,"DAHLONEGA, Lumpkin County, GA",32.45337303608031,-83.61741692139886,100,5,0,High,red
GA1870054,LIFE TEEN AT HIDDEN LAKE WATER SYSTEM,CWS,2579,P,GW,"DAHLONEGA, Lumpkin County, GA",32.51430341856124,-84.18521824598405,17,3,0,High,red
GA1870055,FOREST HILLS RESORT,TNCWS,105,P,GW,"DAHLONEGA, Lumpkin County, GA",33.48342404054473,-83.98688290647931,18,4,0,High,red
GA1870058,MOUNTAIN VIEW APARTMENTS,CWS,161,P,GW,"DAHLONEGA, Lumpkin County, GA",32.0835,-81.0998,36,0,1,Medium,orange
GA1870060,LUMPKIN CO.-CAMBRIDGE SUBDIVISION,CWS,55,L,GW,"DAHLONEGA, Lumpkin County, GA",33.39928641286761,-82.62406942567158,18,13,0,High,red
GA1870066,LUMPKIN CO.-STONEHENGE S/D,CWS,135,L,GW,"DAHLONEGA, Lumpkin County, GA",32.697570856581784,-82.88654328000084,17,2,0,High,red
GA1870069,LUMPKIN CO.- FERN PARK WATER SYSTEM,CWS,62,L,GW,"DAHLONEGA, Lumpkin County, GA",32.967614410885304,-82.86435994686501,13,0,0,Low,yellow
GA1870072,LUMPKIN CO.- SHERWOOD FOREST SUBDIVISION,CWS,208,L,GW,"DAHLONEGA, Lumpkin County, GA",32.34533362120319,-83.4847603770864,14,0,0,Low,yellow
GA1870073,SHENANDOAH SUBDIVISION,CWS,93,P,GW,"BLAIRSVILLE, Lumpkin County, GA",31.830870655951063,-82.35559769947346,37,0,6,Medium,orange
GA1870074,CALHOUN RIDGE,CWS,32,P,GW,"BLAIRSVILLE, Lumpkin County, GA",32.61683106801913,-82.04499485851687,351,7,9,High,red
GA1870075,LUMPKIN CO. - SHEPHERD`S COVE,CWS,55,P,GW,"DAHLONEGA, Lumpkin County, GA",33.32240679447472,-82.59077973882239,0,0,0,Good,green
GA1870077,LUMPKIN CO.- OAK RIDGE DUPLEX,CWS,25,L,GW,"DAHLONEGA, Lumpkin County, GA",32.93312671740493,-84.71162420888194,16,10,0,High,red
GA1870078,SOUTH HAMPTON SUBDIVISION,CWS,89,P,GW,"CLEVELAND, Lumpkin County, GA",32.671479593374606,-82.96749311552216,57,0,1,Medium,orange
GA1870079,LUMPKIN CO.- GREENWOOD PARK S/D,CWS,190,L,GW,"DAHLONEGA, Lumpkin County, GA",32.80807088512297,-84.70789083137294,9,0,1,Medium,orange
GA1870081,LUMPKIN CO.- ROCK POINTE S/D,CWS,83,L,GW,"DAHLONEGA, Lumpkin County, GA",33.54349237427602,-82.49508392634193,2,0,0,Low,yellow
GA1870082,ROYAL OAKS SUBDIVISION,CWS,88,P,GW,"CLEVELAND, Lumpkin County, GA",33.26174617324972,-83.36754547334193,6,0,0,Low,yellow
GA1870085,BLUERIDGE OVERLOOK SUBDIVISION,CWS,332,P,GW,"SAVANNAH, Lumpkin County, GA",32.0835,-81.0998,0,0,0,Good,green
GA1870086,MILL CREEK STATION,CWS,205,P,GW,"CLEVELAND, Lumpkin County, GA",31.743553275513342,-83.10081915093598,0,0,0,Good,green
GA1870087,LUMPKIN CO. - SETTLERS BLUFF SUBDIVISION,CWS,28,L,GW,"DAHLONEGA, Lumpkin County, GA",33.41661003762156,-83.46062884661505,0,0,0,Good,green
GA1870088,WALKER HILLS SUBDIVISION,CWS,49,P,GW,"CLEVELAND, Lumpkin County, GA",32.68433747774793,-84.69637601439831,0,0,0,Good,green
GA1870090,CANE CREEK MEADOWS SUBDIVISION,CWS,107,P,GW,"CLEVELAND, Lumpkin County, GA",33.57496851473479,-82.32904299421529,2,0,0,Low,yellow
GA1870091,CASTLEBERRY RIDGE SUBDIVISION,CWS,248,P,GW,"CLEVELAND, Lumpkin County, GA",33.55499720306451,-82.83715932867457,0,0,0,Good,green
GA1870092,BRYNDEMERE SUBDIVISION,CWS,178,P,GW,"SAVANNAH, Lumpkin County, GA",32.0835,-81.0998,0,0,0,Good,green
GA1870093,BROOKWOOD & CEDAR SPRINGS SUBDIVISIONS,CWS,334,P,GW,"SAVANNAH, Lumpkin County, GA",32.0835,-81.0998,0,0,0,Good,green
GA1870094,CRAWFORD FALLS SUBDIVIVISION,CWS,372,P,GW,"SAVANNAH, Lumpkin County, GA",32.0835,-81.0998,0,0,0,Good,green
GA1870095,LUMPKIN CO.- CROOKED CREEK SUBDIVISION,CWS,164,P,GW,"DAHLONEGA, Lumpkin County, GA",33.61226205532248,-84.355735559927,5,0,0,Low,yellow
GA1870098,HANNAH`S CROSSING SUBDIVISION,CWS,57,P,GW,"CLEVELAND, Lumpkin County, GA",32.39911463906044,-83.84916843105277,0,0,0,Good,green
GA1870099,HIGHTOWER OVERLOOK SUBDIVISION,CWS,73,P,GW,"CLEVELAND, Lumpkin County, GA",33.231694469638725,-82.15144262699852,3,0,0,Low,yellow
GA1870100,MONTALUCE WATER WORKS WATER SYSTEM,CWS,52,P,GW,"DAHLONEGA, Lumpkin County, GA",32.855450866165874,-83.04588810379298,17,2,0,High,red
GA1870102,CHESTATEE VALLEY,CWS,104,P,GW,"CLEVELAND, Lumpkin County, GA",32.405669439104194,-83.21583597370952,0,0,0,Good,green
GA1870104,LIMELIGHT INN,TNCWS,38,P,GW,"DAHLONEGA, Lumpkin County, GA",34.2979,-83.8241,0,0,0,Good,green
GA1870107,BROOKSTONE TOWNHOMES,CWS,48,P,GW,"DAHLONEGA, Lumpkin County, GA",33.11663242889756,-83.95622860883506,0,0,0,Good,green
GA1870110,UNIVERSITY OF NORTH GEORGIA OBSERVATORY,NTNCWS,60,S,GW,"DAHLONEGA, Lumpkin County, GA",32.15959744779416,-84.88077850714775,4,0,0,Low,yellow
GA1870112,CAVENDER CREEK VINEYARD,TNCWS,170,P,GW,"DAHLONEGA, Lumpkin County, GA",31.96092808082073,-84.25957696533595,0,0,0,Good,green
GA1890001,THOMSON-MCDUFFIE CO W&S COMM,CWS,21312,L,SW,"THOMSON, McDuffie County, GA",33.50222551109233,-84.23469305156627,127,86,0,High,red
GA1890005,USCE-BIG HART GROUP CAMP,TNCWS,25,F,GW,"THOMSON, McDuffie County, GA",31.944756244925617,-83.3733315203667,18,8,0,High,red
GA1890006,USCE-BIG HART CAMPGROUND #2,TNCWS,25,F,GW,"THOMSON, McDuffie County, GA",33.05967178367787,-82.50530297406516,24,15,0,High,red
GA1890040,USCE-BIG HART DAY USE PARK,TNCWS,25,F,GW,"THOMSON, McDuffie County, GA",33.541508915942266,-82.40803019312806,6,0,0,Low,yellow
GA1910000,DARIEN WATER SYSTEM,CWS,3242,L,GW,"DARIEN, McIntosh County, GA",32.60582702020515,-83.87454412499343,42,0,0,Low,yellow
GA1910003,SAPELO GARDENS,CWS,153,P,GW,"SAVANNAH, McIntosh County, GA",32.0835,-81.0998,19,0,0,Low,yellow
GA1910008,SAPELO WOODS SUBDIVISION,CWS,312,P,GW,"TOWNSEND, McIntosh County, GA",32.821836548709264,-82.16116653299511,14,3,0,High,red
GA1910009,JOHN ALFORD SUBDIVISION,CWS,989,P,GW,"DARIEN, McIntosh County, GA",32.0835,-81.0998,73,3,0,High,red
GA1910010,MCINTOSH COUNTY-YOUNGS ISLAND COMMUNITY,CWS,25,L,GW,"DARIEN, McIntosh County, GA",32.51277340135829,-83.6769244304543,41,1,0,High,red
GA1910012,MCINTOSH COUNTY - JONES COMMUNITY,CWS,95,L,GW,"DARIEN, McIntosh County, GA",33.17991193362214,-81.95228712221947,31,0,0,Low,yellow
GA1910014,MCINTOSH COUNTY - CANNON BLUFF,CWS,296,L,GW,"DARIEN, McIntosh County, GA",32.859223998182195,-84.03521612831076,31,0,0,Low,yellow
GA1910015,DNR-HOG HAMMOCK COMMUNITY,CWS,304,S,GW,"SAPELO ISLAND, McIntosh County, GA",32.28557807724633,-83.50344452397033,55,0,0,Low,yellow
GA1910018,HIGHLAND PARK SUBDIVISION,CWS,203,L,GW,"DARIEN, McIntosh County, GA",33.24395926892633,-84.66074167089434,15,0,0,Low,yellow
GA1910019,MCINTOSH COUNTY-CARNIGAN COMMUNITY,CWS,489,L,GW,"DARIEN, McIntosh County, GA",32.92640628944402,-83.38582818672543,36,0,0,Low,yellow
GA1910021,MCINTOSH COUNTY-CRESCENT COMMUNITY WS,CWS,3406,L,GW,"DARIEN, McIntosh County, GA",33.41542289579468,-84.63164536117345,36,0,2,Medium,orange
GA1910022,SPRINGFIELD PLANTATION SUBDIVISION,CWS,360,P,GW,"TOWNSEND, McIntosh County, GA",32.268917818721015,-83.52443666368175,7,1,0,High,red
GA1910050,BELLE BLUFF ESTATES,CWS,88,P,GW,"SAVANNAH, McIntosh County, GA",32.0835,-81.0998,16,0,0,Low,yellow
GA1910061,MCINTOSH COUNTY INDUSTRIAL PARK,NTNCWS,218,L,GW,"DARIEN, McIntosh County, GA",31.730705615451175,-83.66902441876931,54,0,0,Low,yellow
GA1910066,BIG TREE ESTATES,CWS,38,P,GW,"ST. SIMONS ISLAND, McIntosh County, GA",31.659121215454654,-82.76291180488325,52,6,1,High,red
GA1910067,SHELL POINT SUBDIVISION,CWS,164,P,GW,"TOWNSEND, McIntosh County, GA",33.3446587952811,-83.34498986858877,49,1,0,High,red
GA1910071,RIVER OAKS SUBDIVISION,CWS,53,P,GW,"ATHENS, McIntosh County, GA",33.9519,-83.3576,175,0,0,Low,yellow
GA1910072,BELVEDERE ISLAND,CWS,283,P,GW,"TOWNSEND, McIntosh County, GA",32.75203974397173,-83.15714983028195,62,0,2,Medium,orange
GA1910073,EAGLE NECK SUBDIVISION,CWS,84,P,GW,"TOWNSEND, McIntosh County, GA",31.720683801493337,-82.5014941291195,65,4,3,High,red
GA1910074,TOLOMATO SPANISH MISSION,CWS,70,P,GW,"BRUNSWICK, McIntosh County, GA",32.469689113754384,-82.87097354303023,13,0,1,Medium,orange
GA1910075,HUGGIN OAKS MOBILE HOME PARK,TNCWS,41,P,GW,"TOWNSEND, McIntosh County, GA",33.249845901085685,-84.16662638529934,48,0,0,Low,yellow
GA1910076,PRIESTER ESTATES/MOSS LANDING S/D,CWS,151,P,GW,"SAVANNAH, McIntosh County, GA",32.0835,-81.0998,54,0,0,Low,yellow
GA1910078,BELLE BLUFF CAMPGROUND,TNCWS,78,P,GW,"TOWNSEND, McIntosh County, GA",31.91135834235616,-84.79953986891618,43,1,1,High,red
GA1910079,DELTA PLANTATION,CWS,65,P,GW,"TOWNSEND, McIntosh County, GA",32.05703543150011,-84.29406738815801,37,0,0,Low,yellow
GA1910080,DNR-REYNOLDS MANSION,TNCWS,30,S,GW,"STOCKBRIDGE, McIntosh County, GA",32.3418963601862,-83.03244755506505,6,1,0,High,red
GA1910081,LABORATORY COMPLEX AND SHELL HAMMOCK,NTNCWS,10,S,GW,"SAPELO ISLAND, McIntosh County, GA",33.9519,-83.3576,11,5,0,High,red
GA1910082,DNR-CABRETTA ISLAND PIONEER CAMP,TNCWS,25,S,GW,"STOCKBRIDGE, McIntosh County, GA",31.893495170547876,-83.19084651070649,5,0,0,Low,yellow
GA1910089,MCINTOSH COUNTY-HARRIS NECK COMMUNITY,CWS,80,L,GW,"DARIEN, McIntosh County, GA",32.34426948075815,-83.65002702399991,24,0,0,Low,yellow
